age,avg_year,free_agency_year,fully_guaranteed,player,position,team,total_guaranteed,total_value 
0,805517,2023,"$702,068",Benjamin Snell Jr.,running-back,Steelers,702068,3222068
2020,585000,2022,$0,Brian Fineanganofo,left-tackle,Browns,0,1755000
2020,585000,2022,$0,Dino Boyd,left-tackle,Chiefs,0,1755000
26,576667,2021,"$20,000",Desmond Harrison,left-tackle,Browns,20000,1730000
23,3839934,2021,"$15,359,736",Marshon Lattimore,cornerback,Saints,15359736,15359736
24,3788080,2020,"$15,152,320",Eli Apple,cornerback,Saints,15152320,15152320
30,2500000,2021,"$2,750,000",Josh Bellamy,wide-receiver,Jets,2750000,5000000
24,2483745,2020,"$9,280,210",Laquon Treadwell,wide-receiver,Vikings,9280210,9934980
24,540000,2021,$0,Brad Lundblade,center,Bengals,0,1080000
2020,540000,2021,$0,Austin Schlottman,center,Broncos,0,1080000
31,2500000,2020,"$1,200,000",Nate Ebner,safety,Patriots,1200000,5000000
25,793496,2022,"$713,984",Josey Jewell,inside-linebacker,Broncos,713984,3173984
24,784644,2022,"$678,576",Joel Iyiegbuniwe,inside-linebacker,Bears,678576,3138576
0,873265,2020,$0,Sione Takitaki,4-3-outside-linebacker,Browns,0,3493060
25,600000,2020,$0,Adam Pankey,right-guard,Packers,0,1200000
26,600000,2020,$0,Kyle Kalis,right-guard,Browns,0,1200000
24,2554198,2021,"$9,013,592",Takkarist McKinley,4-3-defensive-end,Falcons,9013592,10216792
25,2507160,2021,"$8,654,097",Taco Charlton,4-3-defensive-end,Cowboys,8654097,10028638
24,644602,2022,"$118,408",Peter Kalambayi,3-4-outside-linebacker,Texans,118408,2578408
24,980467,2022,"$932,264",Mason Rudolph,quarterback,Steelers,932264,3921866
0,963249,2023,"$822,180",Will Grier,quarterback,Panthers,822180,3852996
28,720000,2020,$0,Robert Thomas,4-3-defensive-tackle,Bills,0,720000
28,720000,2020,$0,Jamie Meder,4-3-defensive-tackle,Seahawks,0,720000
0,888955,2020,$0,Jace Sternberger,tight-end,Packers,0,3555820
25,570000,2020,$0,Ben Braden,right-tackle,Jets,0,570000
25,561667,2020,"$45,000",Chad Wheeler,right-tackle,Giants,45000,1685000
30,805000,2020,$0,Andre Ellington,running-back,Buccaneers,0,805000
24,3544414,2021,"$14,177,654",Vernon Hargreaves,cornerback,Buccaneers,14177654,14177654
27,3500000,2020,"$500,000",Eric Rowe,cornerback,Dolphins,500000,3500000
27,2400000,2020,"$1,500,000",Cameron Meredith,wide-receiver,Saints,1500000,2400000
26,2344343,2020,"$8,777,566",Nelson Agholor,wide-receiver,Eagles,8777566,9377372
24,525000,2020,$0,Jimmy Murray,center,Chiefs,0,1050000
25,500000,2020,"$5,000",Parker Collins,center,Panthers,5000,500000
29,2500000,2021,"$1,075,000",Erik Harris,safety,Raiders,1075000,5000000
25,774975,2022,"$639,900",Kenny Young,inside-linebacker,Ravens,639900,3099900
27,755000,2020,$0,Marquis Flowers,inside-linebacker,Redskins,0,1510000
25,866398,2021,"$864,592",Alex Anzalone,4-3-outside-linebacker,Saints,864592,3465592
26,845000,2021,"$150,000",Jared Norris,4-3-outside-linebacker,Panthers,150000,1690000
22,590000,2022,"$15,000",Fred Johnson,right-guard,Steelers,15000,1770000
24,585833,2022,"$2,500",Blake Blackmar,right-guard,Bears,2500,1757500
28,2500000,2021,"$500,000",Mike Pennel,4-3-defensive-end,Patriots,500000,5000000
25,633435,2022,"$73,740",Justin Lawler,3-4-outside-linebacker,Rams,73740,2533740
26,615000,2021,$0,Gimel President,3-4-outside-linebacker,Titans,0,1230000
29,895000,2020,"$90,000",Tom Savage,quarterback,Lions,90000,895000
27,895000,2020,"$90,000",Sean Mannion,quarterback,Vikings,90000,895000
26,882162,2021,"$706,288",C.J. Beathard,quarterback,49ers,706288,3528646
23,718961,2020,"$535,844",Andrew Billings,4-3-defensive-tackle,Bengals,535844,2875844
23,863290,2022,"$836,660",Mark Andrews,tight-end,Ravens,836660,3453160
0,855827,2020,$0,Kahale Warring,tight-end,Texans,0,3423308
26,540000,2021,$0,Victor Salako,right-tackle,Giants,0,1080000
0,540000,2021,$0,Christian Dilauro,right-tackle,49ers,0,1080000
26,805000,2020,$0,Thomas Rawls,running-back,Jaguars,0,805000
23,571000,2021,"$3,000",Alex Light,left-tackle,Packers,3000,1713000
29,3500000,2022,"$2,500,000",B.W. Webb,cornerback,Bengals,3100000,10500000
27,3500000,2021,"$3,750,000",Quinton Dunbar,cornerback,Redskins,5250000,10500000
31,2300000,2021,"$3,000,000",Andre Roberts,wide-receiver,Bills,3000000,4600000
0,495000,2020,$0,Patrick Morris,center,Steelers,0,495000
24,495000,2020,$0,J.C. Hassenauer,center,Steelers,0,495000
30,2500000,2020,"$2,500,000",Cody Davis,safety,Jaguars,2500000,5000000
26,743489,2020,"$633,956",Joe Schobert,inside-linebacker,Browns,633956,2973956
27,743333,2021,$0,Tyrell Adams,inside-linebacker,Texans,0,2230000
0,835543,2020,$0,Quincy Williams,4-3-outside-linebacker,Jaguars,0,3342172
25,830785,2022,"$761,516",Dorian O’Daniel,4-3-outside-linebacker,Chiefs,761516,3323141
23,585833,2022,"$5,000",Joe Lowery,right-guard,Bears,5000,1757000
2020,585000,2022,$0,Ross Reynolds,right-guard,49ers,0,1755000
26,2460657,2020,"$9,842,628",Arik Armstead,4-3-defensive-end,49ers,9842628,9842628
31,2250000,2020,"$2,000,000",Vinny Curry,4-3-defensive-end,Eagles,2000000,2250000
25,615000,2021,$0,Avery Moss,3-4-outside-linebacker,Giants,0,1230000
27,852708,2020,"$680,604",Jacoby Brissett,quarterback,Colts,680604,3410832
0,827415,2020,$0,Ryan Finley,quarterback,Bengals,0,3309660
0,705149,2020,$0,Byron Cowart,4-3-defensive-tackle,Patriots,0,2820596
26,850000,2020,"$15,000",Jake Fisher,tight-end,Bills,15000,850000
0,839196,2020,$0,Dawson Knox,tight-end,Bills,0,3356784
0,540000,2021,$0,Jake Campos,right-tackle,Cowboys,0,1080000
0,797583,2020,$0,Tony Pollard,running-back,Cowboys,0,3190332
23,796137,2022,"$724,548",Nyheim Hines,running-back,Colts,724548,3184548
26,570000,2020,$0,Justin Murray,left-tackle,Raiders,0,570000
27,3333333,2021,"$3,500,000",Terrance Mitchell,cornerback,Browns,4500000,10000000
28,3300000,2020,"$2,400,000",Ross Cockrell,cornerback,Panthers,2400000,6600000
27,2297500,2021,"$1,000,000",Chris Conley,wide-receiver,Jaguars,2000000,4595000
27,2025000,2021,"$500,000",Alex Erickson,wide-receiver,Bengals,500000,4050000
25,2416667,2022,"$1,450,000",Jarrod Wilson,safety,Jaguars,1450000,7250000
26,730552,2020,"$582,208",B.J. Goodson,inside-linebacker,Giants,582208,2922208
0,814254,2020,$0,Christian Miller,4-3-outside-linebacker,Panthers,0,3257016
30,805000,2020,$0,Najee Goode,4-3-outside-linebacker,Jaguars,0,805000
25,572000,2021,"$6,000",Ike Boettger,right-guard,Bills,6000,1716000
29,2075000,2021,"$1,650,000",John Simon,4-3-defensive-end,Patriots,1650000,4150000
26,2025000,2020,$0,Quinton Jefferson,4-3-defensive-end,Seahawks,0,2025000
24,588333,2022,"$22,000",Mathieu Betts,3-4-outside-linebacker,Bears,22000,1765000
24,585667,2022,"$2,000",Ahmad Gooden,3-4-outside-linebacker,Broncos,2000,1757000
28,826400,2020,"$21,400",Tyler Bray,quarterback,Bears,21400,826400
30,805000,2020,$0,Landry Jones,quarterback,Raiders,0,805000
29,805000,2020,$0,E.J. Manuel,quarterback,Chiefs,0,805000
26,704912,2021,"$419,648",Ryan Glasgow,4-3-defensive-tackle,Bengals,419648,2819648
24,694761,2022,"$319,044",Maurice Hurst,4-3-defensive-tackle,Raiders,319044,2779044
27,830879,2022,"$761,516",Jordan Akins,tight-end,Texans,761516,3323516
0,806644,2020,$0,Trevon Wesco,tight-end,Jets,0,3226576
2020,540000,2021,$0,David Steinmetz,right-tackle,Texans,0,1080000
23,540000,2021,$0,Rick Leonard,right-tackle,Texans,0,1080000
24,793822,2021,"$706,288",James Conner,running-back,Steelers,706288,3175288
25,778116,2020,"$692,464",C.J. Prosise,running-back,Seahawks,692464,3112464
25,570000,2020,$0,Pace Murphy,left-tackle,Chiefs,0,570000
24,562500,2020,$0,Eric Smith,left-tackle,Jets,0,1125000
27,3236091,2020,"$12,944,364",Trae Waynes,cornerback,Vikings,12944364,12944364
29,3125000,2020,"$3,250,000",Johnson Bademosi,cornerback,Texans,3250000,6250000
25,2025000,2020,$0,Rashard Higgins,wide-receiver,Browns,0,2025000
28,2025000,2020,$0,Josh Gordon,wide-receiver,Patriots,0,2025000
29,2300000,2022,"$2,650,000",Chris Banjo,safety,Saints,2650000,6900000
26,2025000,2020,$0,Blake Countess,safety,Eagles,0,2025000
26,728780,2020,"$575,120",Nick Kwiatkoski,inside-linebacker,Bears,575120,2915120
28,720000,2020,$0,Jonathan Anderson,inside-linebacker,Giants,0,720000
29,805000,2020,$0,Paul Worrilow,4-3-outside-linebacker,Eagles,0,805000
0,794702,2023,"$658,808",Drue Tranquill,4-3-outside-linebacker,Chargers,658808,3178808
26,570000,2020,$0,Jordan Roos,right-guard,Seahawks,0,570000
26,570000,2020,$0,Landon Turner,right-guard,Panthers,0,570000
31,2000000,2020,"$750,000",Adrian Clayborn,4-3-defensive-end,Falcons,750000,2000000
27,1850000,2020,"$600,000",Cassius Marsh,4-3-defensive-end,Seahawks,600000,1850000
2020,585000,2022,$0,Greg Roberts,3-4-outside-linebacker,Packers,0,1755000
22,575000,2021,"$15,000",Olasunkanmi Adeniyi,3-4-outside-linebacker,Steelers,15000,1725000
26,805000,2020,$0,Taylor Heinicke,quarterback,Panthers,0,805000
24,791925,2022,"$707,700",Kyle Lauletta,quarterback,Giants,707700,3167700
27,675000,2020,$0,Christian Ringo,4-3-defensive-tackle,Bengals,0,1350000
27,675000,2020,$0,Gabe Wright,4-3-defensive-tackle,Raiders,0,1350000
25,675000,2020,$0,Brian Price,4-3-defensive-tackle,Browns,0,1350000
28,805000,2020,$0,Orson Charles,tight-end,Browns,0,805000
23,801998,2022,"$747,992",Ian Thomas,tight-end,Panthers,747992,3207992
26,540000,2021,$0,Brad Seaton,right-tackle,Browns,0,1080000
24,770218,2022,"$620,872",Ito Smith,running-back,Falcons,620872,3080872
24,764947,2021,"$659,788",Samaje Perine,running-back,Redskins,659788,3059788
26,560000,2020,"$35,000",Aviante Collins,left-tackle,Vikings,35000,1680000
23,550000,2021,$0,K.C. McDermott,left-tackle,Jaguars,0,1100000
24,3095000,2020,$0,Daryl Worley,cornerback,Raiders,0,3095000
26,3095000,2020,$0,Jonathan Jones,cornerback,Patriots,0,3095000
28,2000000,2020,"$1,000,000",Seth Roberts,wide-receiver,Ravens,1000000,2000000
27,2000000,2020,"$300,000",Jordan Matthews,wide-receiver,49ers,500000,2000000
0,1924339,2020,$0,Deebo Samuel,wide-receiver,49ers,0,7697356
26,2025000,2020,$0,Jordan Lucas,safety,Chiefs,0,2025000
0,714044,2020,$0,Ryan Connelly,inside-linebacker,Giants,0,2856176
0,710632,2020,$0,Vosean Joseph,inside-linebacker,Bills,0,2842528
25,793822,2021,"$706,288",Kendell Beckwith,4-3-outside-linebacker,Buccaneers,706288,3175288
23,778610,2022,"$654,440",Kyzir White,4-3-outside-linebacker,Chargers,654440,3114440
26,555000,2020,$0,Tyler Catalina,right-guard,Redskins,0,1665000
26,1750000,2020,"$750,000",Christian Covington,4-3-defensive-end,Cowboys,750000,1750000
28,1750000,2020,"$500,000",Brandon Copeland,4-3-defensive-end,Jets,500000,1750000
25,570000,2020,$0,Josh Carraway,3-4-outside-linebacker,Rams,0,570000
24,570000,2021,$0,Trevon Young,3-4-outside-linebacker,Rams,0,1710000
23,570000,2020,$0,Frankie Luvu,3-4-outside-linebacker,Jets,0,570000
0,789029,2020,$0,Jarrett Stidham,quarterback,Patriots,0,3156116
24,739781,2021,"$559,124",Joshua Dobbs,quarterback,Steelers,559124,2959124
0,672274,2023,"$169,096",Armon Watts,4-3-defensive-tackle,Vikings,169096,2689096
0,661958,2020,$0,Demarcus Christmas,4-3-defensive-tackle,Seahawks,0,2647832
24,793978,2021,"$706,288",Jonnu Smith,tight-end,Titans,706288,3175913
23,792842,2022,"$711,368",Christopher Herndon IV,tight-end,Jets,711368,3171368
23,777567,2022,"$650,268",Will Dissly,tight-end,Seahawks,650268,3110268
25,540000,2021,$0,Storm Norton,right-tackle,Vikings,0,1080000
26,525000,2020,$0,Javarius Leamon,right-tackle,Bengals,0,1050000
24,762295,2022,"$589,180",Kalen Ballage,running-back,Dolphins,589180,3049180
24,758289,2021,"$633,156",Tarik Cohen,running-back,Bears,633156,3033156
2020,540000,2021,$0,Ruben Holcomb,left-tackle,Buccaneers,0,1080000
22,3012684,2022,"$12,050,734",Jaire Alexander,cornerback,Packers,12050734,12050734
27,3000000,2020,"$400,000",Kevin Johnson,cornerback,Bills,400000,3000000
28,1750000,2020,"$500,000",Tavon Austin,wide-receiver,Cowboys,500000,1750000
24,1710483,2022,"$4,326,945",Courtland Sutton,wide-receiver,Broncos,4326945,6841930
27,2025000,2020,$0,Matthias Farley,safety,Colts,0,2025000
27,2000000,2020,"$1,250,000",Adrian Phillips,safety,Chargers,1250000,2000000
0,707201,2023,"$308,804",Mack Wilson,inside-linebacker,Browns,308804,2828804
0,706063,2020,$0,Blake Cashman,inside-linebacker,Jets,0,2824252
26,758907,2020,"$695,628",Nick Vigil,4-3-outside-linebacker,Bengals,695628,3035628
25,758132,2021,"$632,528",Ben Gedeon,4-3-outside-linebacker,Vikings,632528,3032528
24,753273,2021,"$613,092",Jalen Reeves-Maybin,4-3-outside-linebacker,Lions,613092,3013092
29,540000,2021,$0,David Quessenberry,right-guard,Titans,0,1080000
26,1652410,2020,"$3,457,012",Emmanuel Ogbah,4-3-defensive-end,Chiefs,3457012,6609640
32,1625000,2020,"$250,000",Brooks Reed,4-3-defensive-end,Cardinals,250000,1625000
26,570000,2020,$0,Ejuan Price,3-4-outside-linebacker,Ravens,0,570000
26,570000,2020,$0,Reggie Gilbert,3-4-outside-linebacker,Packers,0,570000
0,699656,2020,$0,Easton Stick,quarterback,Chargers,0,2798624
0,698593,2020,$0,Clayton Thorson,quarterback,Eagles,0,2794372
2020,658079,2023,"$112,316",Terry Beckner Jr.,4-3-defensive-tackle,Buccaneers,112316,2632316
0,654128,2020,$0,P.J. Johnson,4-3-defensive-tackle,Lions,0,2616512
24,773058,2022,"$632,232",Durham Smythe,tight-end,Dolphins,632232,3092232
26,764220,2020,"$656,880",Nick Vannett,tight-end,Seahawks,656880,3056880
25,525000,2020,$0,Trenton Scott,right-tackle,Chargers,0,1050000
25,495000,2020,$0,Justin Senior,right-tackle,Chiefs,0,495000
26,755000,2020,$0,Kapri Bibbs,running-back,Packers,0,1510000
24,741498,2021,"$565,992",Jamaal Williams,running-back,Packers,565992,2965992
2020,540000,2021,$0,Roubbens Joseph,left-tackle,Redskins,0,1080000
26,540000,2021,$0,Antonio Garcia,left-tackle,Colts,0,1080000
25,540000,2021,$0,Michael Dunn,left-tackle,Dolphins,0,1080000
24,540000,2021,$0,Jaryd Jones-Smith,left-tackle,Dolphins,0,1080000
28,3000000,,"$1,000,000",Jason Verrett,cornerback,49ers,1000000,3000000
27,3000000,2020,"$2,000,000",Brian Poole,cornerback,Jets,2000000,3000000
23,2961870,2021,"$11,847,480",Marlon Humphrey,cornerback,Ravens,11847480,11847480
24,1694950,2021,"$4,308,933",Zay Jones,wide-receiver,Bills,4308933,6779798
30,2000000,2020,"$1,500,000",Michael Thomas,safety,Giants,1500000,4000000
27,1978932,2020,"$6,401,310",Damarious Randall,safety,Browns,6401310,7915728
22,703787,2023,"$295,152",Cameron Smith,inside-linebacker,Vikings,295152,2815148
0,702349,2023,"$289,396",EJ Speed,inside-linebacker,Colts,289396,2809396
26,728089,2022,"$452,356",Marquis Haynes,4-3-outside-linebacker,Panthers,452356,2912356
24,525000,2020,$0,Colby Gossett,right-guard,Cardinals,0,1050000
25,505000,2020,"$10,000",Brandon Greene,right-guard,Panthers,10000,505000
24,1525129,2022,"$3,754,036",Breeland Speaks,4-3-defensive-end,Chiefs,3754036,6100516
25,1509078,2020,"$3,764,422",Noah Spence,4-3-defensive-end,Buccaneers,3764422,6036312
27,540000,2021,$0,Farrington Huguenin,3-4-outside-linebacker,Buccaneers,0,1080000
25,540000,2021,$0,Davin Bellamy,3-4-outside-linebacker,Texans,0,1080000
28,690000,2021,"$75,000",Garrett Gilbert,quarterback,Browns,75000,1380000
0,650875,2020,$0,Dontavius Russell,4-3-defensive-tackle,Jaguars,0,2603500
25,650487,2021,"$201,948",Davon Godchaux,4-3-defensive-tackle,Dolphins,201948,2601948
0,752098,2023,"$488,392",Foster Moreau,tight-end,Raiders,488392,3008392
25,749811,2021,"$599,244",Michael Roberts,tight-end,Lions,599244,2999244
26,730215,2020,"$580,860",Tyler Higbee,tight-end,Rams,580860,2920860
0,495000,2020,$0,Randin Crecelius,right-tackle,Ravens,0,495000
26,495000,2020,$0,Steven Moore,right-tackle,Ravens,0,495000
0,495000,2020,$0,Gerhard De Beer,right-tackle,Packers,0,495000
23,728089,2022,"$452,356",Chase Edmonds,running-back,Cardinals,452356,2912356
25,720000,2020,$0,Byron Marshall,running-back,Redskins,0,720000
26,720000,2020,$0,Tyler Ervin,running-back,Ravens,0,720000
24,525000,2020,$0,Roderick Johnson,left-tackle,Texans,0,1050000
28,2950000,2021,"$3,615,000",K’Waun Williams,cornerback,49ers,4865000,8850000
24,2820753,2021,"$11,283,012",Adoree’ Jackson,cornerback,Titans,11283012,11283012
23,1613415,2021,"$4,056,920",Curtis Samuel,wide-receiver,Panthers,4056920,6453660
24,1600141,2022,"$3,985,887",Dante Pettis,wide-receiver,49ers,3985887,6400562
28,1917750,2020,"$1,800,000",Jeff Heath,safety,Cowboys,1800000,7671000
31,1907000,2020,$0,Rontez Miles,safety,Jets,0,1907000
0,696941,2020,$0,D’Andre Walker,inside-linebacker,Titans,0,2787764
24,689495,2022,"$297,980",Micah Kiser,inside-linebacker,Rams,297980,2757980
26,726382,2020,"$565,528",De’Vondre Campbell,4-3-outside-linebacker,Falcons,565528,2905528
26,720000,2020,$0,Justin March-Lillard,4-3-outside-linebacker,Cowboys,0,720000
29,500000,2020,"$5,000",Kitt O’Brien,right-guard,Panthers,5000,500000
25,495000,2020,$0,Jeremiah Kolone,right-guard,Rams,0,495000
26,1500000,2020,"$1,250,000",Aaron Lynch,4-3-defensive-end,Bears,1250000,1500000
0,1486127,2023,"$3,603,481",Ben Banogu,4-3-defensive-end,Colts,3603481,5944506
27,525000,2020,$0,Cassanova McKinzy,3-4-outside-linebacker,Redskins,0,1050000
24,525000,2020,$0,Jeff Holland,3-4-outside-linebacker,Broncos,0,1050000
26,685000,2020,$0,Connor Cook,quarterback,Lions,0,685000
26,680848,2020,"$383,392",Dak Prescott,quarterback,Cowboys,383392,2723392
0,649580,2020,$0,Cortez Broughton,4-3-defensive-tackle,Chargers,0,2598320
26,645000,2020,$0,Justin Hamilton,4-3-defensive-tackle,Chiefs,0,645000
23,728089,2022,"$452,356",Dalton Schultz,tight-end,Cowboys,452356,2912356
28,720000,2020,$0,Clive Walford,tight-end,Dolphins,0,720000
28,495000,2020,$0,Jake Rodgers,right-tackle,Broncos,0,495000
24,487500,2020,$0,Timon Parris,right-tackle,Redskins,0,975000
27,720000,2020,$0,David Fluellen,running-back,Titans,0,720000
2020,718184,2023,"$347,076",Ryquell Armstead,running-back,Jaguars,347076,2872736
0,707891,2023,"$311,564",Qadree Ollison,running-back,Falcons,311564,2831564
25,525000,2020,$0,Andrew Wylie,left-tackle,Chiefs,0,1050000
25,520000,2021,$0,Kent Perkins,left-tackle,Bengals,0,1560000
0,2631430,2020,$0,Deandre Baker,cornerback,Giants,0,10525720
24,2616916,2021,"$9,924,129",Gareon Conley,cornerback,Raiders,9924129,10467662
32,1600000,2020,"$275,000",Dwayne Harris,wide-receiver,Raiders,275000,1600000
27,1500000,2020,"$400,000",Kevin White,wide-receiver,Cardinals,400000,1500000
0,1844000,2023,"$4,709,633",Sean Bunting,safety,Buccaneers,4709633,7375998
0,688721,2023,"$234,884",Cole Holcomb,inside-linebacker,Redskins,234884,2754884
24,683344,2022,"$273,376","Jermaine Carter, Jr.",inside-linebacker,Panthers,273376,2733376
26,720000,2020,$0,Martrell Spaight,4-3-outside-linebacker,Chiefs,0,720000
0,715730,2023,"$342,920",Ben Burr-Kirven,4-3-outside-linebacker,Seahawks,342920,2862920
0,495000,2020,$0,Ryan Hunter,right-guard,Chiefs,0,495000
26,495000,2020,$0,Andrew Lauderdale,right-guard,Cardinals,0,495000
24,495000,2020,$0,Coleman Shelton,right-guard,Cardinals,0,495000
28,1400000,2020,"$300,000",Kerry Wynn,4-3-defensive-end,Bengals,300000,1400000
24,1304601,2022,"$3,072,404",Kemoko Turay,4-3-defensive-end,Colts,3072404,5218404
23,525000,2020,$0,Kendall Donnerson,3-4-outside-linebacker,Packers,0,1050000
24,495000,2020,$0,Keion Adams,3-4-outside-linebacker,Steelers,0,495000
0,677904,2020,$0,Gardner Minshew,quarterback,Jaguars,0,2711616
0,670172,2023,"$160,688",Trace McSorley,quarterback,Ravens,160688,2680688
25,645000,2020,$0,Trevon Coley,4-3-defensive-tackle,Browns,0,645000
25,645000,2020,$0,Josh Tupou,4-3-defensive-tackle,Bengals,0,645000
28,720000,2020,$0,Will Tye,tight-end,Eagles,0,720000
28,720000,2020,$0,Gabe Holmes,tight-end,Colts,0,720000
25,487500,2020,$0,Elijah Nkansah,right-tackle,Seahawks,0,975000
0,707650,2020,$0,Jordan Scarlett,running-back,Panthers,0,2830600
25,704912,2021,"$419,648",Wayne Gallman,running-back,Giants,419648,2819648
26,690000,2021,$0,Josh Ferguson,running-back,Texans,0,1380000
25,505000,2020,"$5,000",Dan Skipper,left-tackle,Patriots,5000,505000
24,2522838,2021,"$8,805,258",Tre’Davious White,cornerback,Bills,8805258,10091351
27,1500000,2020,"$400,000",Cody Latimer,wide-receiver,Giants,400000,1500000
32,1750000,2020,"$800,000",Rafael Bush,safety,Bills,800000,3500000
23,1707493,2021,"$4,472,705",Budda Baker,safety,Cardinals,4472705,6829970
26,1638503,2021,"$4,134,462",Marcus Maye,safety,Jets,4134462,6554012
0,672776,2020,$0,David Long Jr.,inside-linebacker,Titans,0,2691104
0,710428,2023,"$321,716",Dre Greenlaw,4-3-outside-linebacker,49ers,321716,2841712
0,707991,2023,"$311,964",Andrew Van Ginkel,4-3-outside-linebacker,Dolphins,311964,2831964
25,495000,2020,$0,Daniel Brunskill,right-guard,49ers,0,495000
28,1100000,2020,"$750,000",Benson Mayowa,4-3-defensive-end,Raiders,750000,1100000
24,1091514,2022,"$1,993,126",Tyquan Lewis,4-3-defensive-end,Colts,1993126,4366054
25,1080305,2021,"$2,303,296",Tanoh Kpassagnon,4-3-defensive-end,Chiefs,2303296,4321218
24,669389,2022,"$217,556",Mike White,quarterback,Cowboys,217556,2677556
25,652208,2022,"$148,832",Luke Falk,quarterback,Jets,148832,2608832
25,638607,2021,"$154,428",Vincent Taylor,4-3-defensive-tackle,Dolphins,154428,2554428
0,716115,2023,"$344,460",Zach Gentry,tight-end,Steelers,344460,2864460
27,690000,2021,$0,Jerell Adams,tight-end,Texans,0,1380000
25,680848,2020,"$383,392",Kenneth Dixon,running-back,Ravens,383992,2723392
22,2466871,2022,"$8,689,994",Mike Hughes,cornerback,Vikings,8689994,9867484
29,1500000,2020,"$700,000",Russell Shepard,wide-receiver,Giants,700000,1500000
23,1473719,2022,"$3,595,129",Christian Kirk,wide-receiver,Cardinals,3595129,5894874
28,1625000,2021,"$1,305,000",Terrence Brooks,safety,Patriots,1305000,3250000
23,1560103,2021,"$3,892,135",Marcus Williams,safety,Saints,3892135,6240410
0,1559162,2023,"$3,829,228",Marquise Blair,safety,Seahawks,3829228,6236648
24,667891,2021,"$271,564",Jayon Brown,inside-linebacker,Titans,271564,2671564
24,666357,2021,"$265,428",Anthony Walker Jr.,inside-linebacker,Colts,265428,2665428
24,694405,2022,"$317,620",Shaquem Griffin,4-3-outside-linebacker,Seahawks,317620,2777620
27,691667,2021,$0,Ufomba Kamalu,4-3-outside-linebacker,Patriots,0,2075000
25,495000,2020,$0,Jake Eldrenkamp,right-guard,Patriots,0,495000
25,487500,2020,$0,Dorian Johnson,right-guard,Panthers,0,975000
24,1020574,2022,$0,Chad Thomas,4-3-defensive-end,Browns,0,4082294
28,1000000,2020,"$300,000",Kerry Hyder,4-3-defensive-end,Cowboys,300000,1000000
25,645000,2020,$0,Nathan Peterman,quarterback,Raiders,0,645000
24,645000,2020,$0,Davis Webb,quarterback,Jets,0,645000
26,645000,2020,$0,Jake Rudock,quarterback,Dolphins,0,645000
24,636967,2021,"$147,868",D.J. Jones,4-3-defensive-tackle,49ers,147868,2547868
26,633587,2021,$0,Grover Stewart,4-3-defensive-tackle,Colts,0,2534348
24,685451,2022,"$281,804",Troy Fumagalli,tight-end,Broncos,281804,2741804
24,685258,2022,"$281,032",Tyler Conklin,tight-end,Vikings,281032,2741032
0,675494,2020,$0,Trayveon  Williams,running-back,Bengals,0,2701976
25,675310,2022,"$241,240",Jordan Wilkins,running-back,Colts,241240,2701240
25,675000,2020,$0,Dwayne Washington,running-back,Saints,0,1350000
27,2426411,2021,"$8,712,145",William Jackson III,cornerback,Bengals,8712145,9705642
24,2397746,2020,"$7,833,122",Artie Burns,cornerback,Steelers,7833122,9590984
31,1450000,2020,"$300,000",Chris Hogan,wide-receiver,Panthers,300000,1450000
0,1413092,2020,$0,A.J. Brown,wide-receiver,Titans,0,5652368
32,1400000,2020,"$1,300,000",Anthony Levine,safety,Ravens,1300000,4200000
27,1400000,2020,"$400,000",Akeem King,safety,Seahawks,400000,1400000
24,663426,2021,"$253,704",Marquel Lee,inside-linebacker,Raiders,253704,2653428
0,661958,2020,$0,Ulysees Gilbert III,inside-linebacker,Steelers,0,2647832
0,661958,2020,$0,Deshaun Davis,inside-linebacker,Bengals,0,2647832
23,690988,2022,"$303,952",Ja’Whaun Bentley,4-3-outside-linebacker,Patriots,303952,2763952
24,687237,2022,"$288,948",Genard Avery,4-3-outside-linebacker,Browns,288948,2748948
24,961566,2021,"$964,160",Dawuane Smoot,4-3-defensive-end,Jaguars,964160,3846263
24,904800,2022,"$929,200",Sam Hubbard,4-3-defensive-end,Bengals,929200,3619200
27,645000,2020,$0,Cardale Jones,quarterback,Chargers,0,645000
25,645000,2020,$0,Paxton Lynch,quarterback,Seahawks,0,645000
28,622786,2021,"$91,144",Stevie Tu’ikolovatu,4-3-defensive-tackle,Buccaneers,91144,2491144
22,680002,2023,"$200,008",Kaden Smith,tight-end,49ers,200008,2720008
23,679516,2022,"$258,064",Jaylen Samuels,tight-end,Steelers,258064,2718064
28,675000,2020,$0,Jeremy Langford,running-back,Falcons,0,1350000
25,675000,2020,$0,Jonathan Williams,running-back,Colts,0,1350000
26,2396040,2020,"$9,584,160",Marcus Peters,cornerback,Rams,9584160,9584160
26,2250000,2020,"$2,250,000",PJ Williams,cornerback,Saints,2250000,2250000
25,1338425,2022,"$3,176,950",Anthony Miller,wide-receiver,Bears,3176950,5353700
0,1248763,2023,"$2,869,812",Mecole Hardman,wide-receiver,Chiefs,2869812,4995052
28,1350000,2020,"$1,300,000",Walt Aikens,safety,Dolphins,1300000,2700000
27,1300000,2020,"$250,000",Deshazor Everett,safety,Redskins,250000,2600000
23,660374,2022,"$181,496",Christian Sam,inside-linebacker,Patriots,181496,2641496
0,654476,2023,"$97,904",Ty Summers,inside-linebacker,Packers,97904,2617904
0,669401,2020,$0,Emeke Egbule,4-3-outside-linebacker,Chargers,0,2677604
